file	current_title	proposed_title	accepted	site	page_title
丑八怪钢琴.txt	丑八怪钢琴	丑八怪	1	jianpujia	丑八怪钢琴简谱_薛之谦演唱-免费下载-简谱之家
丑小鸭钢琴_2.txt	丑小鸭钢琴	丑小鸭	1	jianpujia	丑小鸭钢琴简谱_儿歌演唱-免费下载-简谱之家
两只老虎钢琴.txt	两只老虎钢琴	两只老虎	1	jianpujia	两只老虎钢琴简谱_儿歌演唱-免费下载-简谱之家
中__年.txt	中__年	中国少年先锋队队歌	0	jianpujia	中国少年先锋队队歌简谱(歌词)_儿歌_陈洲宏_记谱-免费下载-简谱之家
为了遇见你钢琴.txt	为了遇见你钢琴	为了遇见你	1	jianpujia	为了遇见你钢琴简谱_薛之谦演唱-免费下载-简谱之家
乌梅子酱钢琴.txt	乌梅子酱钢琴	乌梅子酱	1	jianpujia	乌梅子酱钢琴简谱_李荣浩演唱-免费下载-简谱之家
乡村吉他声.txt	乡村吉他声	乡村吉他声	0	qupu123	乡村吉他声 _合唱曲谱_中国曲谱网
二月里来_陕西民歌经典民歌100首.txt	二月里来_陕西民歌经典民歌100首	二月里来_陕西民歌经典民歌100首	0	jianpujia	二月里来_陕西民歌经典民歌100首简谱-免费下载-简谱之家
二胡的故事.txt	二胡的故事	二胡的故事	0	qupu123	二胡的故事 _明建音乐原创曲谱专栏_中国曲谱网
二零三钢琴.txt	二零三钢琴	二零三	1	jianpujia	二零三钢琴简谱_毛不易演唱-免费下载-简谱之家
五月_故乡的麦浪.txt	五月_故乡的麦浪	五月 故乡的麦浪 （又名：故乡的麦浪）	0	qupu123	五月 故乡的麦浪 （又名：故乡的麦浪）_民歌曲谱_中国曲谱网
伤心的人别听慢歌钢琴.txt	伤心的人别听慢歌钢琴	伤心的人别听慢歌	1	jianpujia	伤心的人别听慢歌钢琴简谱_数字双手_五月天-免费下载-简谱之家
但愿人长久钢琴.txt	但愿人长久钢琴	但愿人长久	1	jianpujia	但愿人长久钢琴简谱_邓丽君演唱-免费下载-简谱之家
你怎么说钢琴.txt	你怎么说钢琴	你怎么说	1	jianpujia	你怎么说钢琴简谱_邓丽君演唱-免费下载-简谱之家
你还要我怎样钢琴.txt	你还要我怎样钢琴	你还要我怎样	1	jianpujia	你还要我怎样钢琴简谱_薛之谦演唱-免费下载-简谱之家
像我这样的人钢琴.txt	像我这样的人钢琴	像我这样的人	1	jianpujia	像我这样的人钢琴简谱_毛不易演唱-免费下载-简谱之家
像风一样自由钢琴.txt	像风一样自由钢琴	像风一样自由	1	jianpujia	像风一样自由钢琴简谱_数字双手_许巍-免费下载-简谱之家
像风一样钢琴.txt	像风一样钢琴	像风一样	1	jianpujia	像风一样钢琴简谱_薛之谦演唱-免费下载-简谱之家
党旗艳_军旗红.txt	党旗艳_军旗红	党旗艳 军旗红	0	qupu123	党旗艳 军旗红 _民歌曲谱_中国曲谱网
入海钢琴.txt	入海钢琴	入海	1	jianpujia	入海钢琴简谱_数字双手_毛不易-免费下载-简谱之家
公鸡和母鸡钢琴.txt	公鸡和母鸡钢琴	公鸡和母鸡	1	jianpujia	公鸡和母鸡钢琴简谱_儿歌演唱-免费下载-简谱之家
共产党好_共产党亲.txt	共产党好_共产党亲	共产党好 共产党亲 （冯晓阳编合唱版）	0	qupu123	共产党好 共产党亲 （冯晓阳编合唱版）_合唱曲谱_中国曲谱网
兵娃娃_海娃娃.txt	兵娃娃_海娃娃	兵娃娃 海娃娃	0	qupu123	兵娃娃 海娃娃 _少儿曲谱_中国曲谱网
其实钢琴.txt	其实钢琴	其实	1	jianpujia	其实钢琴简谱_薛之谦演唱-免费下载-简谱之家
写德字_立人品.txt	写德字_立人品	写德字 立人品 （丁恩昌词 张国良曲）	0	qupu123	写德字 立人品 （丁恩昌词 张国良曲）_民歌曲谱_中国曲谱网
农家乐_乐万家.txt	农家乐_乐万家	农家乐 乐万家	0	qupu123	农家乐 乐万家 _合唱曲谱_中国曲谱网
冷雨夜钢琴.txt	冷雨夜钢琴	冷雨夜	1	jianpujia	冷雨夜钢琴简谱_Beyond演唱-免费下载-简谱之家
刚刚好钢琴.txt	刚刚好钢琴	刚刚好	1	jianpujia	刚刚好钢琴简谱_薛之谦演唱-免费下载-简谱之家
动物世界钢琴.txt	动物世界钢琴	动物世界	1	jianpujia	动物世界钢琴简谱_薛之谦演唱-免费下载-简谱之家
勇敢的鄂伦春钢琴.txt	勇敢的鄂伦春钢琴	勇敢的鄂伦春	1	jianpujia	勇敢的鄂伦春钢琴简谱_民歌演唱-免费下载-简谱之家
北国之春钢琴.txt	北国之春钢琴	北国之春	1	jianpujia	北国之春钢琴简谱_邓丽君演唱-免费下载-简谱之家
千百度钢琴.txt	千百度钢琴	千百度	1	jianpujia	千百度钢琴简谱_许嵩演唱-免费下载-简谱之家
南湖的船_党的摇篮.txt	南湖的船_党的摇篮	南湖的船 党的摇篮	0	qupu123	南湖的船 党的摇篮 _合唱曲谱_中国曲谱网
又弹起心爱的土琵琶.txt	又弹起心爱的土琵琶	又弹起心爱的土琵琶 （刘德华）	0	qupu123	又弹起心爱的土琵琶 （刘德华）_心之歌个人制谱园地_中国曲谱网
合拍钢琴.txt	合拍钢琴	合拍	1	jianpujia	合拍钢琴简谱_许嵩演唱-免费下载-简谱之家
咖啡在等一个人等一个人咖啡电影主题曲_老板娘主题曲EPHK精.txt	咖啡在等一个人等一个人咖啡电影主题曲_老板娘主题曲EPHK精	咖啡在等一个人等一个人咖啡电影主题曲_老板娘主题曲EPHK精准版	0	jianpujia	咖啡在等一个人等一个人咖啡电影主题曲_老板娘主题曲EPHK精准版简谱_周慧敏演唱-免费下载-简谱之家
啊，草原李良词李炫春曲.txt	啊，草原李良词李炫春曲	啊，草原李良词李炫春曲啊，草原李良词_李炫春曲	0	jianpujia	啊，草原李良词李炫春曲啊，草原李良词_李炫春曲简谱_枫桥演唱_李良/李炫春词曲-免费下载-简谱之家
喜帖街（吉他.txt	喜帖街（吉他	喜帖街 （吉他弹唱、小叶歌制谱版）	0	qupu123	喜帖街 （吉他弹唱、小叶歌制谱版）_小叶歌吉他个人制谱园地_中国曲谱网
喜欢你钢琴.txt	喜欢你钢琴	喜欢你	1	jianpujia	喜欢你钢琴简谱_Beyond演唱-免费下载-简谱之家
国歌响起_国旗升起.txt	国歌响起_国旗升起	国歌响起 国旗升起 （合唱）	0	qupu123	国歌响起 国旗升起 （合唱）_少儿曲谱_中国曲谱网
圣诞星钢琴.txt	圣诞星钢琴	圣诞星	1	jianpujia	圣诞星钢琴简谱_周杰伦_杨瑞代演唱-免费下载-简谱之家
在一起嘛好不好钢琴.txt	在一起嘛好不好钢琴	在一起嘛好不好	1	jianpujia	在一起嘛好不好钢琴简谱_数字双手_李荣浩-免费下载-简谱之家
在这个世界相遇钢琴.txt	在这个世界相遇钢琴	在这个世界相遇	1	jianpujia	在这个世界相遇钢琴简谱_陈奕迅演唱-免费下载-简谱之家
城府钢琴.txt	城府钢琴	城府	1	jianpujia	城府钢琴简谱_许嵩演唱-免费下载-简谱之家
夏天的风天天词周杰伦曲.txt	夏天的风天天词周杰伦曲	夏天的风天天词周杰伦曲	0	jianpujia	夏天的风天天词周杰伦曲简谱_温岚演唱_天天/周杰伦词曲-免费下载-简谱之家
夏至未至钢琴.txt	夏至未至钢琴	夏至未至	1	jianpujia	夏至未至钢琴简谱_胡夏演唱-免费下载-简谱之家
外婆桥钢琴.txt	外婆桥钢琴	外婆桥	1	jianpujia	外婆桥钢琴简谱_儿歌演唱-免费下载-简谱之家
天外来物钢琴.txt	天外来物钢琴	天外来物	1	jianpujia	天外来物钢琴简谱_数字双手_薛之谦-免费下载-简谱之家
天黑黑钢琴.txt	天黑黑钢琴	天黑黑	1	jianpujia	天黑黑钢琴简谱_邓丽君演唱-免费下载-简谱之家
好好钢琴.txt	好好钢琴	好好(想把你写成一首歌)	0	jianpujia	好好(想把你写成一首歌)钢琴简谱_五月天演唱-免费下载-简谱之家
如果我们不曾相遇钢琴.txt	如果我们不曾相遇钢琴	如果我们不曾相遇	1	jianpujia	如果我们不曾相遇钢琴简谱_五月天演唱-免费下载-简谱之家
孤独娱乐钢琴.txt	孤独娱乐钢琴	孤独娱乐	1	jianpujia	孤独娱乐钢琴简谱_林俊杰演唱-免费下载-简谱之家
安河桥（拇指琴卡林巴琴和弦.txt	安河桥（拇指琴卡林巴琴和弦	安河桥 （拇指琴卡林巴琴和弦简谱）	0	qupu123	安河桥 （拇指琴卡林巴琴和弦简谱）_谱友园地_中国曲谱网
对__徽______100__谱-_谱.txt	对__徽______100__谱-_谱	对花安徽民歌经典民歌100首	1	jianpujia	对花安徽民歌经典民歌100首简谱-免费下载-简谱之家
对_河.txt	对_河	对花河北民歌经典民歌100首	0	jianpujia	对花河北民歌经典民歌100首简谱-免费下载-简谱之家
将军令钢琴.txt	将军令钢琴	将军令	1	jianpujia	将军令钢琴简谱_五月天演唱-免费下载-简谱之家
小丑钢琴.txt	小丑钢琴	小丑	1	jianpujia	小丑钢琴简谱_毛不易演唱-免费下载-简谱之家
小城故事钢琴.txt	小城故事钢琴	小城故事	1	jianpujia	小城故事钢琴简谱_邓丽君演唱-免费下载-简谱之家
小小周杰伦词方文山曲.txt	小小周杰伦词方文山曲	小小周杰伦词方文山曲小小周杰伦词_方文山曲	0	jianpujia	小小周杰伦词方文山曲小小周杰伦词_方文山曲简谱-免费下载-简谱之家
小星星广告版钢琴.txt	小星星广告版钢琴	小星星广告版	1	jianpujia	小星星广告版钢琴简谱_儿歌演唱-免费下载-简谱之家
小红帽钢琴.txt	小红帽钢琴	小红帽	1	jianpujia	小红帽钢琴简谱_儿歌演唱-免费下载-简谱之家
小酒窝钢琴.txt	小酒窝钢琴	小酒窝	1	jianpujia	小酒窝钢琴简谱_林俊杰_蔡卓妍演唱-免费下载-简谱之家
少女的祈祷（拇指琴卡林巴琴和弦.txt	少女的祈祷（拇指琴卡林巴琴和弦	少女的祈祷 （拇指琴卡林巴琴和弦简谱）	0	qupu123	少女的祈祷 （拇指琴卡林巴琴和弦简谱）_谱友园地_中国曲谱网
尘大师钢琴.txt	尘大师钢琴	尘大师	1	jianpujia	尘大师钢琴简谱_陈奕迅演唱-免费下载-简谱之家
就这样钢琴.txt	就这样钢琴	就这样	1	jianpujia	就这样钢琴简谱_李荣浩演唱-免费下载-简谱之家
屯堡_屯堡.txt	屯堡_屯堡	屯堡 屯堡	0	qupu123	屯堡 屯堡 _合唱曲谱_中国曲谱网
巢湖美_美在水.txt	巢湖美_美在水	巢湖美 美在水	0	qupu123	巢湖美 美在水 _合唱曲谱_中国曲谱网
帮助别人_快乐自己.txt	帮助别人_快乐自己	帮助别人 快乐自己	0	qupu123	帮助别人 快乐自己 _李锋(不老锋)原创曲谱专栏_中国曲谱网
平安是福_文明是金.txt	平安是福_文明是金	平安是福 文明是金	0	qupu123	平安是福 文明是金 _少儿曲谱_中国曲谱网
庐州月完美版钢琴.txt	庐州月完美版钢琴	庐州月完美版	1	jianpujia	庐州月完美版钢琴简谱_许嵩__Vae演唱-免费下载-简谱之家
开秧门_唱秧歌.txt	开秧门_唱秧歌	开秧门 唱秧歌	0	qupu123	开秧门 唱秧歌 _合唱曲谱_中国曲谱网
强军_强军.txt	强军_强军	强军 强军 （邬大为词 胡俊成曲）	0	qupu123	强军 强军 （邬大为词 胡俊成曲）_民歌曲谱_中国曲谱网
心在草原王春明词姜振曲.txt	心在草原王春明词姜振曲	心在草原王春明词姜振曲心在草原王春明词_姜振曲	0	jianpujia	心在草原王春明词姜振曲心在草原王春明词_姜振曲简谱-免费下载-简谱之家
心墙钢琴.txt	心墙钢琴	心墙	1	jianpujia	心墙钢琴简谱_林俊杰演唱-免费下载-简谱之家
怀念呼盟草原李一泉词于珂群曲.txt	怀念呼盟草原李一泉词于珂群曲	怀念呼盟草原李一泉词于珂群曲怀念呼盟草原李一泉词_于珂群曲	0	jianpujia	怀念呼盟草原李一泉词于珂群曲怀念呼盟草原李一泉词_于珂群曲简谱-免费下载-简谱之家
恨幸福来过钢琴.txt	恨幸福来过钢琴	恨幸福来过	1	jianpujia	恨幸福来过钢琴简谱_林俊杰_金钟国演唱-免费下载-简谱之家
恭喜恭喜钢琴.txt	恭喜恭喜钢琴	恭喜恭喜	1	jianpujia	恭喜恭喜钢琴简谱_邓丽君演唱-免费下载-简谱之家
想着你_爱着你.txt	想着你_爱着你	想着你 爱着你	0	qupu123	想着你 爱着你 _合唱曲谱_中国曲谱网
感谢钢琴.txt	感谢钢琴	感谢	1	jianpujia	感谢钢琴简谱_儿歌演唱-免费下载-简谱之家
愿与愁钢琴.txt	愿与愁钢琴	愿与愁	1	jianpujia	愿与愁钢琴简谱_林俊杰演唱-免费下载-简谱之家
慢半拍钢琴.txt	慢半拍钢琴	慢半拍	1	jianpujia	慢半拍钢琴简谱_薛之谦演唱-免费下载-简谱之家
慢慢喜欢你（拇指琴卡林巴琴和弦.txt	慢慢喜欢你（拇指琴卡林巴琴和弦	慢慢喜欢你 （拇指琴卡林巴琴和弦简谱）	0	qupu123	慢慢喜欢你 （拇指琴卡林巴琴和弦简谱）_谱友园地_中国曲谱网
慢慢（卡林巴拇指琴.txt	慢慢（卡林巴拇指琴	慢慢 （卡林巴拇指琴简谱）	0	qupu123	慢慢 （卡林巴拇指琴简谱）_谱友园地_中国曲谱网
成全（拇指琴卡林巴琴和弦.txt	成全（拇指琴卡林巴琴和弦	成全 （拇指琴卡林巴琴和弦简谱）	0	qupu123	成全 （拇指琴卡林巴琴和弦简谱）_谱友园地_中国曲谱网
我_心_FEARLESS.txt	我_心_FEARLESS	我 心 FEARLESS	0	qupu123	我 心 FEARLESS _通俗曲谱_中国曲谱网
我不愿让你一个人钢琴.txt	我不愿让你一个人钢琴	我不愿让你一个人	1	jianpujia	我不愿让你一个人钢琴简谱_五月天演唱-免费下载-简谱之家
我好像在哪见过你钢琴.txt	我好像在哪见过你钢琴	我好像在哪见过你	1	jianpujia	我好像在哪见过你钢琴简谱_薛之谦演唱-免费下载-简谱之家
我害怕钢琴.txt	我害怕钢琴	我害怕	1	jianpujia	我害怕钢琴简谱_薛之谦演唱-免费下载-简谱之家
我想和你去一个地方（稳_稳.txt	我想和你去一个地方（稳_稳	我想和你去一个地方 （稳 稳 演唱）	0	qupu123	我想和你去一个地方 （稳 稳 演唱）_先启个人制谱园地_中国曲谱网
我落泪情绪零碎钢琴.txt	我落泪情绪零碎钢琴	我落泪情绪零碎	1	jianpujia	我落泪情绪零碎钢琴简谱_周杰伦演唱-免费下载-简谱之家
托起梦中的太阳·.txt	托起梦中的太阳·	托起梦中的太阳· （艺术片《三峡梦》学区）	0	qupu123	托起梦中的太阳· （艺术片《三峡梦》学区）_合唱曲谱_中国曲谱网
把爱留在草原高佳词车若娟曲_2.txt	把爱留在草原高佳词车若娟曲	把爱留在草原高佳词车若娟曲_把爱留在草原高佳词_车若娟曲	0	jianpujia	把爱留在草原高佳词车若娟曲_把爱留在草原高佳词_车若娟曲简谱-免费下载-简谱之家
抗战十四年_爷爷是好样.txt	抗战十四年_爷爷是好样	抗战十四年 爷爷是好样	0	qupu123	抗战十四年 爷爷是好样 _少儿曲谱_中国曲谱网
拔萝卜钢琴.txt	拔萝卜钢琴	拔萝卜	1	jianpujia	拔萝卜钢琴简谱_儿歌演唱-免费下载-简谱之家
拥抱钢琴.txt	拥抱钢琴	拥抱	1	jianpujia	拥抱钢琴简谱_五月天演唱-免费下载-简谱之家
挂红灯_-_白嘉妮.txt	挂红灯_-_白嘉妮	挂红灯 - 白嘉妮	0	qupu123	挂红灯 - 白嘉妮 _天恩原创曲谱专栏_中国曲谱网
故乡钢琴.txt	故乡钢琴	故乡	1	jianpujia	故乡钢琴简谱_数字双手_许巍-免费下载-简谱之家
断桥残雪钢琴.txt	断桥残雪钢琴	断桥残雪	1	jianpujia	断桥残雪钢琴简谱_许嵩演唱-免费下载-简谱之家
新使命_新召唤.txt	新使命_新召唤	新使命 新召唤	0	qupu123	新使命 新召唤 _民歌曲谱_中国曲谱网
新年好钢琴.txt	新年好钢琴	新年好	1	jianpujia	新年好钢琴简谱_儿歌演唱-免费下载-简谱之家
方圆几里钢琴.txt	方圆几里钢琴	方圆几里	1	jianpujia	方圆几里钢琴简谱_薛之谦演唱-免费下载-简谱之家
旅行钢琴.txt	旅行钢琴	旅行	1	jianpujia	旅行钢琴简谱_许巍演唱-免费下载-简谱之家
暧昧钢琴.txt	暧昧钢琴	暧昧	1	jianpujia	暧昧钢琴简谱_薛之谦演唱-免费下载-简谱之家
月亮代表我的心超简单版钢琴.txt	月亮代表我的心超简单版钢琴	月亮代表我的心超简单版	1	jianpujia	月亮代表我的心超简单版钢琴简谱_邓丽君演唱-免费下载-简谱之家
月亮代表我的心钢琴.txt	月亮代表我的心钢琴	月亮代表我的心	1	jianpujia	月亮代表我的心钢琴简谱_邓丽君演唱-免费下载-简谱之家
有情也难牵你手1=be4_4_伤感地.txt	有情也难牵你手1=be4_4_伤感地	有情也难牵你手	1	jianpujia	有情也难牵你手1=be4/4_伤感地简谱_萨克斯吹奏:草原丁喜演唱_马正寿、黎敦武/草原丁喜词曲-免费下载-简谱之家
有没有钢琴.txt	有没有钢琴	有没有	1	jianpujia	有没有钢琴简谱_薛之谦演唱-免费下载-简谱之家
望草原李建方词黄清林曲.txt	望草原李建方词黄清林曲	望草原李建方词黄清林曲望草原李建方词_黄清林曲	0	jianpujia	望草原李建方词黄清林曲望草原李建方词_黄清林曲简谱-免费下载-简谱之家
木瓜恰恰恰钢琴.txt	木瓜恰恰恰钢琴	木瓜恰恰恰	1	jianpujia	木瓜恰恰恰钢琴简谱_儿歌演唱-免费下载-简谱之家
未命名-jianpujia-15773.txt	未命名-jianpujia-15773	小燕子	1	jianpujia	小燕子简谱_儿歌经典何以不朽-免费下载-简谱之家
未命名-jianpujia-15835.txt	未命名-jianpujia-15835	生日快乐	1	jianpujia	生日快乐简谱_儿歌_唱着祝你生日快乐的歌向你走近，表达我的祈愿-免费下载-简谱之家
未命名-jianpujia-236274.txt	未命名-jianpujia-236274	哲古草原知音草原风情系列之二	1	jianpujia	哲古草原知音草原风情系列之二简谱-免费下载-简谱之家
未命名-jianpujia-237000.txt	未命名-jianpujia-237000	美玉草原知音草原风情系列之十	1	jianpujia	美玉草原知音草原风情系列之十简谱-免费下载-简谱之家
未命名-jianpujia-238450.txt	未命名-jianpujia-238450	草原春不老草原丁喜萨克斯原创曲	1	jianpujia	草原春不老草原丁喜萨克斯原创曲简谱_草原丁喜演唱_草原大哈、马正寿/草原丁喜、丁喜词曲-免费下载-简谱之家
未命名-jianpujia-255717.txt	未命名-jianpujia-255717	小白兔白又白	1	jianpujia	小白兔白又白钢琴简谱_儿歌演唱-免费下载-简谱之家
未命名-jianpujia-26419.txt	未命名-jianpujia-26419	粉刷匠	1	jianpujia	粉刷匠简谱_儿歌_小小的人儿，大大的梦想-免费下载-简谱之家
未命名-jianpujia-26487.txt	未命名-jianpujia-26487	嘿小脚	1	jianpujia	嘿小脚简谱(歌词)_儿歌_谱友陈洲宏上传-免费下载-简谱之家
未命名-jianpujia-301762.txt	未命名-jianpujia-301762	草原的承诺草原丁喜萨克斯原创曲	1	jianpujia	草原的承诺草原丁喜萨克斯原创曲简谱_草原美娥演唱_马正寿/草原丁喜词曲-免费下载-简谱之家
未命名-jianpujia-314355.txt	未命名-jianpujia-314355	月牙五更经典民歌100首	1	jianpujia	月牙五更经典民歌100首简谱_徐志列演唱_吉林民歌/刘忠义传腔词曲-免费下载-简谱之家
未命名-jianpujia-316848.txt	未命名-jianpujia-316848	夏夜的红玫瑰	1	jianpujia	夏夜的红玫瑰简谱_草原江枫渔火演唱_草原大哈/草原丁喜词曲-免费下载-简谱之家
未命名-jianpujia-317610.txt	未命名-jianpujia-317610	燕子归来草原丁喜萨克斯原创曲	1	jianpujia	燕子归来草原丁喜萨克斯原创曲简谱_草原丁喜演唱_草原大哈/草原丁喜词曲-免费下载-简谱之家
未命名-jianpujia-337301.txt	未命名-jianpujia-337301	我要你电影_驴得水_主题曲电影_驴得水_主题曲	0	jianpujia	我要你电影_驴得水_主题曲电影_驴得水_主题曲简谱_老狼演唱_樊冲/樊冲词曲-免费下载-简谱之家
未命名-jianpujia-349477.txt	未命名-jianpujia-349477	草原无名河草原歌曲100首	1	jianpujia	草原无名河草原歌曲100首简谱_德德玛演唱_王然/呼格吉夫词曲-免费下载-简谱之家
未命名-jianpujia-397525.txt	未命名-jianpujia-397525	黑眼睛金波词杨春华曲、儿歌黑眼睛金波词_杨春华曲、儿歌	0	jianpujia	黑眼睛金波词杨春华曲、儿歌黑眼睛金波词_杨春华曲、儿歌简谱-免费下载-简谱之家
未命名-jianpujia-418203.txt	未命名-jianpujia-418203	草原湖，草原雨独唱歌曲	1	jianpujia	草原湖，草原雨独唱歌曲简谱_金磊鑫演唱_火华/斯琴朝克图词曲-免费下载-简谱之家
未命名-jianpujia-7077.txt	未命名-jianpujia-7077	我从草原来	1	jianpujia	我从草原来简谱_凤凰传奇_我的青青草原梦-免费下载-简谱之家
未命名-jianpujia-74558.txt	未命名-jianpujia-74558	小松树	1	jianpujia	小松树简谱_幼儿园儿歌演唱-免费下载-简谱之家
未命名-qupu123-395375.txt	未命名-qupu123-395375	<微山湖> （改编歌曲）	1	qupu123	<微山湖> （改编歌曲）_幸福人生wsx个人制谱园地_中国曲谱网
未命名-qupu123-395403.txt	未命名-qupu123-395403	<咱们说说知心话> （改编歌曲）	1	qupu123	<咱们说说知心话> （改编歌曲）_幸福人生wsx个人制谱园地_中国曲谱网
未命名-qupu123-395461.txt	未命名-qupu123-395461	<今天是你的生日> （改编歌曲）	1	qupu123	<今天是你的生日> （改编歌曲）_幸福人生wsx个人制谱园地_中国曲谱网
李白钢琴.txt	李白钢琴	李白	1	jianpujia	李白钢琴简谱_李荣浩演唱-免费下载-简谱之家
来日方长钢琴.txt	来日方长钢琴	来日方长	1	jianpujia	来日方长钢琴简谱_薛之谦_黄龄演唱-免费下载-简谱之家
